"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not","YOUTH","english_ablitity_speak","english_ablitity_reading","Gender","Background_Asian"
"1377",1,0,1,1,1,"I am absolutely certain I will vote",NA,"Interested","(2) No",1937,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Male","Korean"
"1378",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1955,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1379",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1959,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1380",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1931,2001,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(2) Just a little","Female","Korean"
"1381",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1937,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1382",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1940,1973,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1383",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1944,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1384",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1936,1959,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Korean"
"1385",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1938,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1386",0,0,1,1,0,"I am pretty likely to vote","Not too often","Interested","(2) No",1959,1983,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1387",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1937,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1388",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1940,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(2) Just a little","Female","Korean"
"1389",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1955,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1390",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1954,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1391",1,0,0,1,0,"I am pretty likely to vote","Somewhat often","Very Interested","(1) Yes",1953,1996,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Male","Korean"
"1392",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1937,1969,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1393",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1935,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1394",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1950,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Female","Korean"
"1395",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(1) Yes",1934,1992,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1396",0,0,0,1,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(1) Yes",1960,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1397",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1954,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Korean"
"1398",1,0,0,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1936,1998,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(2) Just a little","Male","Korean"
"1399",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1935,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1400",0,0,0,1,1,"My chances of voting are 50-50","Not at all","Interested","(2) No",1932,1996,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Korean"
"1401",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1957,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Female","Korean"
"1402",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1940,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1403",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1936,1991,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1404",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1963,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1405",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1923,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1406",0,0,0,1,0,"My chances of voting are 50-50","Not too often","Somewhat Interested","(1) Yes",1952,1996,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1407",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1930,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1408",1,0,0,1,1,"I am pretty likely to vote","Not too often","Interested","(1) Yes",1966,1999,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Male","Korean"
"1409",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(2) No",1943,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1410",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1949,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Korean"
"1411",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1932,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(2) Just a little","Female","Korean"
"1412",0,0,0,1,0,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1946,1999,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1413",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1949,1969,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1414",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1974,1988,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1415",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1938,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1416",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1935,1988,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1417",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(2) No",1947,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1418",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1947,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Female","Korean"
"1419",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1934,1973,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1420",1,0,0,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1963,2000,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1421",1,0,1,1,1,"My chances of voting are less than 50-50","Not too often","Not at all Interested","(1) Yes",1969,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Korean"
"1422",1,0,NA,0,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(2) No",1935,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1423",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(2) No",1937,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1424",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(2) No",1960,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1425",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(2) No",1931,1977,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1426",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1939,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Korean"
"1427",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1946,1972,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1428",0,0,0,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(1) Yes",1971,2001,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1429",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1950,1998,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1430",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1942,1978,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1431",1,0,1,1,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(1) Yes",1939,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1432",1,0,1,1,1,"I am absolutely certain I will vote","Very often","Very Interested","(1) Yes",1946,1955,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Male","Korean"
"1433",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(2) No",1965,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Korean"
"1434",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1948,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Male","Korean"
"1435",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1950,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1436",0,0,1,1,1,"My chances of voting are 50-50","Not at all","Very Interested","(1) Yes",1958,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1437",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1950,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1438",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1971,1985,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Male","Korean"
"1439",0,0,0,1,0,"My chances of voting are 50-50","Somewhat often","Somewhat Interested","(2) No",1943,1993,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1440",0,0,0,1,1,"I am absolutely certain I will vote","Not at all",NA,"(2) No",1930,1993,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Korean"
"1441",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1937,1982,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(2) Just a little","Male","Korean"
"1442",1,0,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1949,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1443",1,0,0,1,0,"I am pretty likely to vote","Not too often","Somewhat Interested","(1) Yes",1933,1991,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1444",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1938,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1445",1,1,1,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1940,1968,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1446",1,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Very Interested","(1) Yes",1932,1962,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Korean"
"1447",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1942,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1448",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(2) No",1933,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1449",0,0,1,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(1) Yes",1957,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Female","Korean"
"1450",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1964,1981,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Female","Korean"
"1451",0,0,1,1,1,"I am pretty likely to vote","Not at all","Interested","(2) No",1932,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(2) Just a little","Female","Korean"
"1452",0,0,1,1,1,"My chances of voting are 50-50","Not at all","Interested","(1) Yes",1946,1972,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1453",0,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1952,1991,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1454",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(1) Yes",1945,1984,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1455",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(1) Yes",1929,1966,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1456",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1958,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1457",1,0,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1938,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1458",1,0,1,1,0,"My chances of voting are 50-50","Not at all","Somewhat Interested","(1) Yes",1954,1983,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1459",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1961,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Male","Korean"
"1460",1,0,0,1,1,"I am pretty likely to vote","Not too often","Very Interested","(1) Yes",1950,2000,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1461",1,0,0,1,1,"My chances of voting are less than 50-50","Very often","Somewhat Interested","(1) Yes",1955,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(3) Pretty well","Male","Korean"
"1462",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(2) No",1943,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(2) Just a little","Male","Korean"
"1463",1,1,0,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1981,1996,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(4) Very well","Male","Korean"
"1464",1,1,NA,0,1,"I am pretty likely to vote","Not too often","Interested","(1) Yes",1996,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1465",0,0,1,1,1,"My chances of voting are 50-50","Not too often","Somewhat Interested","(2) No",1934,1974,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH",NA,NA,"Female","Filipino"
"1466",0,0,0,1,1,"I am absolutely certain I will vote","Very often","Somewhat Interested","(2) No",1929,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Korean"
"1467",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1948,1972,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1468",1,0,1,1,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1933,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1469",0,0,1,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(2) No",1952,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1470",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1942,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1471",0,0,0,1,1,"I am absolutely certain I will vote","Not too often","Very Interested","(1) Yes",1947,1989,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(1) Not at all","(1) Not at all","Female","Korean"
"1472",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(1) Yes",1933,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Male","Korean"
"1473",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(2) No",1943,1966,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Female","Korean"
"1474",0,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(2) No",1947,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(4) Very well","Female","Korean"
"1475",1,0,0,1,1,"I am absolutely certain I will vote","Somewhat often","Somewhat Interested","(1) Yes",1942,1989,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1476",0,0,1,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1962,1982,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(4) Very well","(4) Very well","Female","Korean"
"1477",1,1,NA,0,1,"My chances of voting are less than 50-50","Not at all","Somewhat Interested","(1) Yes",1989,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1478",1,1,NA,0,1,"I am absolutely certain I will vote","Not at all","Not at all Interested","(1) Yes",1989,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1479",1,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1987,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1480",0,1,NA,0,1,"I am absolutely certain I will vote","Not too often","Interested","(1) Yes",1981,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Korean"
"1481",0,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1950,1978,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Female","Korean"
"1482",1,0,0,1,1,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(2) No",1936,1992,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1483",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Interested","(2) No",1933,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1484",1,1,0,1,1,"I am absolutely certain I will vote","Somewhat often","Interested","(1) Yes",1982,1998,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(1) youth","(3) Pretty well","(3) Pretty well","Male","Korean"
"1485",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Very Interested","(1) Yes",1935,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1486",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","Somewhat Interested","(1) Yes",1993,NA,"(17) korean","(1) Citizen","Not Registered","Native Born Citizen","(1) youth",NA,NA,"Female","Korean"
"1487",1,1,NA,0,1,"I am pretty likely to vote","Not too often","Somewhat Interested","(2) No",1998,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen","(1) youth",NA,NA,"Male","Korean"
"1488",0,0,0,1,0,"I will not vote this year","Not at all","Somewhat Interested","(2) No",1936,1987,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(3) Pretty well","Female","Korean"
"1489",1,0,1,1,1,"I am absolutely certain I will vote","Not at all","Somewhat Interested","(2) No",1936,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(2) Just a little","(2) Just a little","Male","Korean"
"1490",0,0,1,1,1,"I am absolutely certain I will vote","Very often","Interested","(1) Yes",1941,1977,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen","(0) NOT YOUTH","(3) Pretty well","(4) Very well","Female","Korean"
