"","gender_dummy","Youth_dummy","Arrival_dummy","Foreign_born_or_Not_dummy","Registered_or_not_dummy","Likely_vote","Often_discuss_poltics","Interested_In_Politics","Discussed_politics_with_famandfriend","year_born","Year_In_US","Ethnicity","Citizen_or_not","Registered_or_not","Foreign_born_or_Not"
"1346",0,0,1,0,NA,NA,"Not too often","(2) Somewhat interested","(1) Yes",1958,1978,"(16) japanese","(0) Not a citizen",NA,"Foreign Born Citizen"
"1347",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1960,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1348",0,0,NA,0,0,"I will not vote this year","Somewhat often","(3) Interested","(1) Yes",1940,NA,"(16) japanese","(1) Citizen","Not Registered","Native Born Citizen"
"1349",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(2) No",1939,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1350",0,0,NA,0,0,"My chances of voting are 50-50",NA,"(2) Somewhat interested","(2) No",1949,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1351",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1966,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1352",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1949,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1353",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1947,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1354",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1944,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1355",0,0,1,0,0,"I am absolutely certain I will vote","Very often","(1) Not at all interested","(1) Yes",1958,1964,"(16) japanese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1356",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1931,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1357",1,1,NA,0,0,"I will not vote this year","Not at all","(1) Not at all interested",NA,1928,NA,"(16) japanese","(1) Citizen","Not Registered","Native Born Citizen"
"1358",1,0,0,0,NA,NA,"Very often","(3) Interested","(1) Yes",1945,2002,"(16) japanese","(0) Not a citizen",NA,"Foreign Born Citizen"
"1359",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(2) No",1957,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1360",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1938,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1361",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1953,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1362",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1936,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1363",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1939,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1364",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1939,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1365",1,0,NA,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1946,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1366",1,0,NA,0,0,"I am pretty likely to vote","Somewhat often","(2) Somewhat interested","(1) Yes",1931,NA,"(02) NHPI","(1) Citizen","Yes, Registered","Native Born Citizen"
"1367",1,0,NA,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(1) Yes",1958,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1368",0,0,1,0,0,"I will not vote this year","Very often","(3) Interested","(2) No",1937,1965,"(16) japanese","(1) Citizen","Not Registered","Foreign Born Citizen"
"1369",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1921,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1370",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1963,NA,"(02) NHPI","(1) Citizen","Yes, Registered","Native Born Citizen"
"1371",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1939,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1372",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1946,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1373",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(2) No",1930,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1374",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1950,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1375",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1951,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1376",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1936,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1377",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1950,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1378",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1948,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1379",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1969,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1380",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1936,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1381",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1923,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1382",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1946,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1383",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1928,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1384",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1934,1959,"(16) japanese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1385",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1934,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1386",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1946,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1387",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1932,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1388",0,0,NA,0,0,"I am pretty likely to vote","Not at all","(2) Somewhat interested","(2) No",1934,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1389",1,0,NA,0,0,"I am pretty likely to vote","Not too often",NA,"(2) No",1945,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1390",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1956,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1391",1,0,NA,0,0,"I am pretty likely to vote","Not at all","(3) Interested","(1) Yes",1965,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1392",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1946,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1393",1,0,NA,0,0,"I am pretty likely to vote","Not at all","(1) Not at all interested","(2) No",1966,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1394",1,0,1,0,0,"I am absolutely certain I will vote","Very often","(1) Not at all interested","(1) Yes",1932,1960,"(16) japanese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1395",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1954,1957,"(16) japanese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1396",0,0,1,0,0,"I am pretty likely to vote","Somewhat often","(3) Interested","(1) Yes",1941,1966,"(16) japanese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1397",1,0,NA,0,0,"I am absolutely certain I will vote","Very often","(4) Very interested","(1) Yes",1950,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1398",0,0,NA,0,0,"I will not vote this year","Not too often","(2) Somewhat interested","(2) No",1919,NA,"(16) japanese","(1) Citizen","Not Registered","Native Born Citizen"
"1399",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1940,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1400",1,0,NA,0,0,"My chances of voting are less than 50-50","Somewhat often","(4) Very interested","(2) No",1977,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1401",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1937,NA,"(14) filipino","(1) Citizen","Yes, Registered","Native Born Citizen"
"1402",1,0,NA,0,0,"I am pretty likely to vote","Not too often","(3) Interested","(2) No",1937,NA,"(02) NHPI","(1) Citizen","Yes, Registered","Native Born Citizen"
"1403",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1963,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1404",0,0,NA,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1939,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1405",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1951,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1406",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1961,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1407",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1948,NA,"(13) chinese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1408",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(2) No",1932,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1409",1,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1996,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1410",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1989,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1411",1,1,NA,0,0,"I am absolutely certain I will vote","Very often","(3) Interested","(1) Yes",1996,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1412",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1982,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1413",1,0,NA,0,0,"I am pretty likely to vote","Not too often","(2) Somewhat interested","(1) Yes",1949,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1414",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1968,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1415",1,1,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1982,1990,"(14) filipino","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1416",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1954,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1417",1,0,0,0,NA,NA,"Not at all","(1) Not at all interested","(1) Yes",1958,1986,"(16) japanese","(0) Not a citizen",NA,"Foreign Born Citizen"
"1418",0,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1940,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1419",1,0,1,0,0,"I am pretty likely to vote","Not at all","(2) Somewhat interested","(2) No",1942,1962,"(16) japanese","(1) Citizen","Not Registered","Foreign Born Citizen"
"1420",0,0,NA,0,0,"I am absolutely certain I will vote","Very often","(2) Somewhat interested","(1) Yes",1937,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1421",0,0,0,0,NA,NA,"Not too often","(3) Interested","(1) Yes",1965,2001,"(16) japanese","(0) Not a citizen",NA,"Foreign Born Citizen"
"1422",0,0,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1936,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1423",0,0,NA,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1946,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1424",1,1,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1984,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1425",0,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(4) Very interested","(1) Yes",1992,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1426",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1965,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1427",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1963,1964,"(16) japanese","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1428",0,1,NA,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1992,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1429",1,1,NA,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1992,NA,"(16) japanese","(1) Citizen","Yes, Registered","Native Born Citizen"
"1430",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(2) No",1937,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1431",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1940,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1432",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1946,2001,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1433",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1938,1971,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1434",1,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(1) Yes",1946,1965,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1435",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1960,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1436",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1943,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1437",0,0,1,0,0,"I am absolutely certain I will vote","Not at all",NA,"(2) No",1936,1984,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1438",1,0,0,0,NA,NA,"Not too often","(3) Interested","(1) Yes",1961,1994,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1439",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1937,1964,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1440",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1948,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1441",1,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1948,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1442",1,0,NA,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1960,NA,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1443",0,0,0,0,0,"I am pretty likely to vote","Not at all","(4) Very interested","(1) Yes",1960,2004,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1444",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1944,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1445",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1930,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1446",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(1) Yes",1937,1985,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1447",0,0,0,0,NA,NA,"Not at all","(2) Somewhat interested","(1) Yes",1938,1996,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1448",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1960,2003,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1449",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1948,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1450",0,0,1,0,0,"I am pretty likely to vote","Not at all","(2) Somewhat interested","(1) Yes",1947,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1451",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1939,1965,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1452",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1937,1984,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1453",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1964,1999,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1454",0,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1961,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1455",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1934,1964,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1456",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1938,1968,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1457",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1944,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1458",0,0,1,0,0,"I am pretty likely to vote","Not too often","(1) Not at all interested","(1) Yes",1944,1984,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1459",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1940,1972,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1460",0,0,0,0,0,"I will not vote this year","Not too often","(2) Somewhat interested","(1) Yes",1968,2001,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1461",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1946,1974,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1462",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1957,1996,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1463",1,0,0,0,0,"My chances of voting are 50-50","Somewhat often","(2) Somewhat interested","(2) No",1973,1991,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1464",0,0,1,0,0,"I will not vote this year","Not at all","(2) Somewhat interested","(2) No",1937,1972,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1465",1,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1931,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1466",0,0,0,0,0,"I am pretty likely to vote","Somewhat often","(2) Somewhat interested","(2) No",1962,1992,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1467",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1948,1982,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1468",0,0,1,0,0,"I will not vote this year","Not too often","(2) Somewhat interested","(2) No",1966,1983,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1469",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(1) Yes",1951,1972,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1470",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1944,1975,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1471",0,0,0,0,0,"I am absolutely certain I will vote",NA,"(2) Somewhat interested","(2) No",1938,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1472",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1942,1962,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1473",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(4) Very interested","(1) Yes",1934,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1474",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(1) Yes",1976,1990,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1475",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1965,1977,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1476",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1930,1988,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1477",1,0,0,0,0,"I am absolutely certain I will vote","Not too often","(3) Interested","(1) Yes",1937,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1478",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(4) Very interested","(1) Yes",1975,2000,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1479",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1940,1971,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1480",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(2) Somewhat interested","(1) Yes",1950,1983,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1481",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1934,1961,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1482",0,0,0,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1943,1992,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1483",1,0,0,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1938,1986,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1484",0,0,NA,0,0,"My chances of voting are 50-50","Somewhat often","(2) Somewhat interested","(2) No",1923,NA,"(17) korean","(1) Citizen","Yes, Registered","Native Born Citizen"
"1485",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(1) Yes",1932,1978,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1486",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(1) Yes",1949,1979,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1487",1,0,1,0,NA,NA,"Somewhat often","(3) Interested","(1) Yes",1941,1981,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1488",0,0,0,0,0,"I am pretty likely to vote","Somewhat often","(3) Interested","(1) Yes",1954,1987,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1489",0,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(2) No",1952,1977,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1490",0,0,1,0,0,"My chances of voting are 50-50","Not at all","(2) Somewhat interested","(2) No",1947,1967,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1491",0,0,0,0,0,"I am pretty likely to vote","Somewhat often","(2) Somewhat interested","(1) Yes",1953,1993,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1492",0,0,1,0,0,"I am absolutely certain I will vote","Not at all","(1) Not at all interested","(2) No",1944,1970,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1493",1,0,0,0,NA,NA,"Not at all","(2) Somewhat interested","(2) No",1970,1990,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1494",1,0,1,0,0,"I am absolutely certain I will vote","Somewhat often","(3) Interested","(1) Yes",1946,1976,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1495",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1935,1980,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1496",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(3) Interested","(2) No",1937,1971,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1497",1,0,1,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1930,1973,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1498",0,0,0,0,NA,NA,"Somewhat often","(3) Interested","(2) No",1963,1990,"(17) korean","(0) Not a citizen",NA,"Foreign Born Citizen"
"1499",0,0,1,0,0,"I am absolutely certain I will vote","Not too often","(2) Somewhat interested","(2) No",1946,1982,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
"1500",1,0,0,0,0,"I am pretty likely to vote","Not at all","(2) Somewhat interested","(2) No",1934,1997,"(17) korean","(1) Citizen","Not Registered","Foreign Born Citizen"
"1501",0,0,0,0,0,"I am absolutely certain I will vote","Not at all","(2) Somewhat interested","(2) No",1935,2005,"(17) korean","(1) Citizen","Yes, Registered","Foreign Born Citizen"
